web_scraper_order,web_scraper_start_url,pagination,vet,data,kcal,vezels,lijn,€dag,fosfor,eiwit,ca:p,shop,merk,merk2,intact,castraat,ingr3,sensitive,smaak,graanvrij2,bio2,large,image,ingr,ingr2,bio,graanvrij,fosfor2
1773260605-62,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,39%,3.35,2.8%,Delicious,€ 0.36,NB,33%,NB,Bitiba,Brekkies,Brekkies,4,5,3,5,"Zalm, tonijn, groenten en granen",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-63,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.33,3.3%,Essentials – Adult,€ 0.28,NB,32%,NB,Zooplus,Brekkies,Brekkies,4,5,3,5,"Rund, groenten en granen",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-64,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.33,3.3%,Essentials – Adult,€ 0.26,NB,32%,NB,Zooplus,Brekkies,Brekkies,4,5,3,5,"Zalm, tonijn, groenten en granen",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-65,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,40%,3.33,3.3%,Essentials – Adult – Compleet,€ 0.21,NB,32%,NB,Zooplus,Brekkies,Brekkies,4,5,3,5,"Kip, groenten en granen",N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-66,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,28%,3.76,1.1%,Grain-Free – Activity Support,€ 0.50,239,32%,1.3,Medpets,Brit,Brit,2,4,2,4,–,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-67,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,30%,3.51,4.4%,Grain-Free – Haircare and shiny coat,€ 0.54,256,31%,1.2,Medpets,Brit,Brit,2,3,2,3,–,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-68,https://leden.catmoneo.nl/adults-brok2508ldhn/,,32%,37%,3.42,4.4%,Grain-Free – Indoor Anti-Stress,€ 0.55,205,31%,1.4,Medpets,Brit,Brit,2,3,2,4,–,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-69,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,29%,3.63,3.3%,Grain-Free – Large Cats Power and Vitality,€ 0.52,248,31%,1.3,Medpets,Brit,Brit,2,3,2,3,–,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-70,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,30%,3.62,1.3%,Grain-Free – Sensitive Allergy Management,€ 0.52,221,33%,1.4,Medpets,Brit,Brit,2,3,2,4,–,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-71,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,32%,3.64,1.7%,Grain-Free – Sensitive Healthy Digestion and delicate taste,€ 0.52,248,31%,1.3,Medpets,Brit,Brit,2,4,2,4,–,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-72,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,35%,3.39,3.3%,Grain-Free – Sterilised & Sensitive,€ 0.56,207,32%,1.1,Medpets,Brit,Brit,3,3,2,4,–,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-73,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,27%,3.57,3.4%,Premium Nature Cat – Adult,€ 0.39,281,35%,1.5,Medpets,Brit,Brit,2,3,2,3,Kip,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-74,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,28%,3.60,2.1%,Premium Nature Cat – Adult,€ 0.39,278,34%,1.2,Medpets,Brit,Brit,2,3,2,3,Zalm,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-75,https://leden.catmoneo.nl/adults-brok2508ldhn/,,38%,25%,3.54,5.0%,Premium Nature Cat – Indoor,€ 0.39,226,37%,2.0,Medpets,Brit,Brit,2,2,2,2,Kip,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-76,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,25%,3.65,2.8%,Premium Nature Cat – Sensitive,€ 0.38,219,37%,1.5,Medpets,Brit,Brit,2,3,2,3,Lam,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-77,https://leden.catmoneo.nl/adults-brok2508ldhn/,,34%,33%,3.50,4.7%,Premium Nature Cat – Sterilised,€ 0.40,171,33%,1.7,Medpets,Brit,Brit,2,3,2,4,Kip,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-78,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,28%,3.44,4.3%,Premium Nature Cat – Sterilised,€ 0.40,145,38%,1.4,Medpets,Brit,Brit,2,2,2,3,Lam,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-79,https://leden.catmoneo.nl/adults-brok2508ldhn/,,36%,27%,3.55,2.8%,Premium Nature Cat – Sterilised,€ 0.39,254,37%,1.4,Medpets,Brit,Brit,2,2,2,3,Zalm,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-80,https://leden.catmoneo.nl/adults-brok2508ldhn/,,39%,26%,3.67,3.2%,Dental,€ 1.00,300,34%,1.2,Huisdierenbazaar,Canagan,Canagan,2,3,1,3,Kalkoen,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-81,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,24%,3.82,1.6%,Graanvrij,€ 0.89,288,34%,1.1,Huisdierenbazaar,Canagan,Canagan,2,4,2,3,Kip,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-82,https://leden.catmoneo.nl/adults-brok2508ldhn/,,34%,29%,3.53,3.2%,Graanvrij,€ 1.15,312,37%,1.5,Huisdierenbazaar,Canagan,Canagan,2,3,2,3,Wild,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-83,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,29%,3.64,1.6%,Graanvrij,€ 1.01,275,36%,1.4,Huisdierenbazaar,Canagan,Canagan,2,3,2,3,Zalm,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-84,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,20%,3.82,2.8%,Adult – Energy & outdoor,€ 0.50,236,38%,1.2,Poezenparadijs,Carnilove,Carnilove,2,3,1,3,Rendier,N,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-85,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,19%,3.60,5.6%,Adult – Hairball Control,€ 0.53,305,39%,1.3,Poezenparadijs,Carnilove,Carnilove,1,2,1,1,Eend en fazant,N,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-86,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,23%,3.68,3.3%,Adult – Large Cats,€ 0.51,272,35%,1.3,Poezenparadijs,Carnilove,Carnilove,1,3,1,3,Eend en kalkoen,N,N,Y,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-87,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,25%,3.62,2.2%,Adult – Sensitive and long hair,€ 0.52,276,35%,1.3,Poezenparadijs,Carnilove,Carnilove,2,3,1,3,Zalm,N,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-88,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,26%,3.44,4.4%,Adult – Sterilised,€ 0.55,204,40%,1.1,Poezenparadijs,Carnilove,Carnilove,2,2,1,2,Lam en wild zwijn,N,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-89,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,21%,3.67,3.3%,Fresh,€ 0.54,273,37%,1.2,Poezenparadijs,Carnilove,Carnilove,1,2,1,2,Kip en konijn,N,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-90,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,30%,3.40,3.9%,Fresh – Sterilised,€ 0.59,236,35%,1.1,Poezenparadijs,Carnilove,Carnilove,3,3,1,4,Karper en forel,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-91,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,31%,3.33,4.4%,True Fresh,€ 0.49,240,36%,1.4,Zooplus,Carnilove,Carnilove,3,3,2,4,Kalkoen,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-92,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,30%,3.33,4.2%,True Fresh,€ 0.44,240,37%,1.4,Zooplus,Carnilove,Carnilove,3,3,2,3,Kip,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-93,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,29%,3.38,4.0%,True Fresh,€ 0.53,237,36%,1.3,Zooplus,Carnilove,Carnilove,3,2,2,3,Vis,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-94,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,30%,3.67,5.4%,Adult XL,€ 0.48,265,29%,1.3,Huisdierenbazaar,Carnis,Carnis,3,4,2,3,–,J,N,Y,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-95,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,33%,3.38,7.6%,Classic,€ 0.49,281,34%,1.1,Huisdierenbazaar,Carnis,Carnis,3,4,2,4,–,J,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-96,https://leden.catmoneo.nl/adults-brok2508ldhn/,,46%,24%,3.73,6.5%,Vis*,€ 0.47,260,30%,1.3,Huisdierenbazaar,Carnis,Carnis,2,4,2,3,Zalm,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-97,https://leden.catmoneo.nl/adults-brok2508ldhn/,,29%,42%,3.52,1.7%,3-mix 29/12,€ 0.27,256,29%,1.1,Brekz,Carocroc,Carocroc,3,4,3,4,Rund en gevogelte,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-98,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,31%,3.78,2.2%,Adult 31/18,€ 0.39,238,29%,1.2,Brekz,Carocroc,Carocroc,3,4,3,4,Lam,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-99,https://leden.catmoneo.nl/adults-brok2508ldhn/,,40%,31%,3.78,2.2%,Adult 31/18,€ 0.39,225,29%,1.3,Brekz,Carocroc,Carocroc,3,4,3,4,Vis,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-100,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,29%,3.82,1.8%,Adult 33/19,€ 0.39,236,30%,1.2,Brekz,Carocroc,Carocroc,3,4,3,4,Kip,N,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-101,https://leden.catmoneo.nl/adults-brok2508ldhn/,,33%,37%,3.44,5.8%,Indoor 29/14,€ 0.43,276,30%,1.2,Brekz,Carocroc,Carocroc,3,3,3,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-102,https://leden.catmoneo.nl/adults-brok2508ldhn/,,30%,36%,3.35,5.6%,Sterilised 32/12,€ 0.44,284,33%,1.2,Brekz,Carocroc,Carocroc,3,3,3,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-103,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,38%,3.33,2.8%,Adult,€ 0.25,NB,34%,NB,Zooplus,Cat Chow (Purina),Cat Chow (Purina),4,5,3,5,Eend,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-104,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,38%,3.33,2.8%,Adult,€ 0.29,NB,34%,NB,Zooplus,Cat Chow (Purina),Cat Chow (Purina),4,5,3,5,Kip,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-105,https://leden.catmoneo.nl/adults-brok2508ldhn/,,28%,38%,3.33,2.8%,Adult,€ 0.26,NB,34%,NB,Zooplus,Cat Chow (Purina),Cat Chow (Purina),4,5,3,5,Zalm,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-106,https://leden.catmoneo.nl/adults-brok2508ldhn/,,29%,37%,3.25,6.1%,Hairball Control,€ 0.35,NB,35%,NB,Zooplus,Cat Chow (Purina),Cat Chow (Purina),4,5,1,5,Kip,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-107,https://leden.catmoneo.nl/adults-brok2508ldhn/,,24%,38%,3.20,3.9%,Sterilised,€ 0.37,NB,38%,NB,Zooplus,Cat Chow (Purina),Cat Chow (Purina),5,4,3,5,Kalkoen,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-108,https://leden.catmoneo.nl/adults-brok2508ldhn/,,24%,38%,3.20,3.9%,Sterilised,€ 0.36,NB,38%,NB,Zooplus,Cat Chow (Purina),Cat Chow (Purina),5,4,3,5,Kip,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-109,https://leden.catmoneo.nl/adults-brok2508ldhn/,,41%,29%,3.75,1.7%,Original,€ 0.41,293,30%,1.3,Dog Lovers Gold,Cat Lovers Gold,Cat Lovers Gold,2,4,2,4,–,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-110,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,27%,3.65,5.0%,Passion,€ 0.50,246,31%,1.2,Dog Lovers Gold,Cat Lovers Gold,Cat Lovers Gold,2,3,2,3,–,J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-111,https://leden.catmoneo.nl/adults-brok2508ldhn/,,48%,15%,3.62,3.3%,ALS*,€ 0.84,NB,36%,NB,HondjeKoek,Celtic Connection,Celtic Connection,3,3,1,3,"Eend, kwartel en fazant",J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-112,https://leden.catmoneo.nl/adults-brok2508ldhn/,,45%,18%,3.87,0.1%,ALS*,€ 0.69,NB,37%,NB,HondjeKoek,Celtic Connection,Celtic Connection,4,4,1,4,"Kip, eend en kalkoen",J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-113,https://leden.catmoneo.nl/adults-brok2508ldhn/,,35%,19%,3.40,2.2%,ALS*,€ 0.78,NB,46%,NB,HondjeKoek,Celtic Connection,Celtic Connection,3,2,2,3,"Zalm, haring en forel",J,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg
1773260605-114,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,27%,3.61,5.0%,Adult,€ 0.63,332,31%,1.3,ChomiPets,Chomi Pets,Chomi Pets,2,4,1,3,Kip,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-115,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,28%,3.67,4.4%,Adult,€ 0.69,218,31%,1.1,ChomiPets,Chomi Pets,Chomi Pets,2,3,1,3,Zalm,J,N,N,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773260605-116,https://leden.catmoneo.nl/adults-brok2508ldhn/,,45%,25%,3.77,4.2%,All Cats,€ 0.37,279,30%,1.2,Zooplus,Concept for Life,Concept for Life,3,4,3,4,–,N,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-117,https://leden.catmoneo.nl/adults-brok2508ldhn/,,48%,23%,3.87,4.4%,Beauty,€ 0.38,259,29%,1.3,Zooplus,Concept for Life,Concept for Life,3,4,3,4,–,N,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-118,https://leden.catmoneo.nl/adults-brok2508ldhn/,,42%,25%,3.62,5.6%,British Shorthair – Adult,€ 0.47,276,33%,1.2,Zooplus,Concept for Life,Concept for Life,1,3,2,2,–,N,N,N,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-119,https://leden.catmoneo.nl/adults-brok2508ldhn/,,37%,28%,3.42,6.7%,Calm,€ 0.43,307,35%,1.1,Zooplus,Concept for Life,Concept for Life,2,3,3,3,–,N,N,N,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-120,https://leden.catmoneo.nl/adults-brok2508ldhn/,,32%,37%,3.33,6.1%,Indoor,€ 0.42,300,32%,1.2,Zooplus,Concept for Life,Concept for Life,3,4,3,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-121,https://leden.catmoneo.nl/adults-brok2508ldhn/,,26%,32%,3.15,7.8%,Light,€ 0.46,302,42%,1.3,Zooplus,Concept for Life,Concept for Life,5,3,3,4,–,N,N,N,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773260605-122,https://leden.catmoneo.nl/adults-brok2508ldhn/,,45%,23%,3.77,3.9%,Maine Coon – Adult,€ 0.45,266,32%,1.3,Zooplus,Concept for Life,Concept for Life,2,3,2,3,–,N,N,Y,,,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
